charge_weight_kg,explosive_type,charge_shape,tnt_equivalent_weight_kg,standoff_distance_m,scaled_distance_Z,structure_type,quality_factor,peak_overpressure_kpa,impulse_kpa_ms,damage_category
795.327,C4,cylindrical,1416.478,71.534,6.3696,steel_frame,0.989,40.987,30.63,none
11.227,TNT,cylindrical,14.596,142.749,58.4115,rc_wall,1.296,8.094,1.426,none
974.492,RDX,spherical,1559.188,37.713,3.2523,masonry_wall,1.029,133.184,54.58,severe
38.947,ANFO,cylindrical,41.518,139.71,40.3476,steel_frame,0.795,8.234,2.176,none
7.767,RDX,hemispherical,24.853,3.261,1.1174,glazing_window,0.845,1040.875,38.765,collapse
2.133,TNT,cylindrical,2.773,6.523,4.6431,glazing_window,0.7,78.799,5.095,moderate
0.738,RDX,cylindrical,1.535,2.495,2.1631,glazing_window,0.899,305.675,7.734,moderate
4.382,RDX,spherical,7.011,8.82,4.6082,steel_frame,0.919,75.065,5.46,none
159.698,RDX,spherical,255.517,22.107,3.4839,glazing_window,1.068,122.409,22.776,collapse
15.766,C4,spherical,21.6,38.42,13.7955,rc_wall,1.1,14.274,3.724,none
6.791,RDX,hemispherical,21.73,48.471,17.3698,steel_frame,0.851,12.909,3.304,none
129.856,RDX,cylindrical,270.1,56.935,8.8079,glazing_window,1.266,28.514,12.731,moderate
100.645,TNT,spherical,100.645,1.064,0.2288,rc_wall,1.112,11928.667,294.003,collapse
9.603,TNT,spherical,9.603,5.905,2.7783,rc_wall,1.047,188.036,10.589,none
281.3,TNT,cylindrical,365.69,14.662,2.0503,steel_frame,1.019,352.532,54.07,moderate
203.769,C4,spherical,279.163,17.778,2.7201,glazing_window,0.978,212.485,40.79,collapse
28.561,TNT,spherical,28.561,42.479,13.8969,glazing_window,0.947,14.102,4.244,minor
1.1,TNT,spherical,1.1,84.294,81.662,rc_wall,1.027,6.352,0.516,none
1.517,ANFO,cylindrical,1.617,7.375,6.2827,rc_wall,0.909,49.381,3.018,none
0.711,C4,cylindrical,1.267,2.805,2.5919,masonry_wall,0.942,240.591,7.051,none
1070.011,ANFO,cylindrical,1140.632,29.04,2.7794,masonry_wall,1.236,190.826,61.999,severe
1.149,TNT,spherical,1.149,8.834,8.4348,glazing_window,1.142,29.509,2.064,none
380.066,ANFO,spherical,311.654,2.38,0.351,rc_wall,1.3,8094.135,303.455,collapse
6.156,TNT,spherical,6.156,91.518,49.9341,steel_frame,1.166,8.365,1.025,none
54.492,ANFO,spherical,44.684,24.439,6.8871,masonry_wall,1.15,43.34,9.37,none
1.187,ANFO,cylindrical,1.266,12.43,11.4909,glazing_window,1.071,16.386,1.684,none
2.103,C4,cylindrical,3.745,9.132,5.8807,rc_wall,1.06,56.373,4.349,none
1950.312,RDX,hemispherical,6240.997,2.555,0.1388,masonry_wall,1.041,15374.923,1398.985,collapse
1806.888,ANFO,cylindrical,1926.142,10.365,0.833,rc_wall,1.128,1683.976,218.404,collapse
107.381,C4,cylindrical,191.246,18.813,3.2654,masonry_wall,0.997,144.648,28.23,moderate
4.376,TNT,hemispherical,8.752,9.853,4.7811,masonry_wall,0.933,71.146,7.028,none
377.183,ANFO,hemispherical,618.581,2.621,0.3076,masonry_wall,0.715,8284.277,306.96,collapse
294.664,C4,cylindrical,524.797,2.286,0.2834,masonry_wall,0.995,9938.526,390.386,collapse
1003.623,RDX,spherical,1605.796,43.667,3.729,masonry_wall,1.051,126.265,44.281,moderate
10.003,RDX,hemispherical,32.01,83.312,26.2388,steel_frame,1.034,8.955,2.667,none
416.296,C4,hemispherical,1140.652,1.399,0.1339,rc_wall,0.872,15487.095,638.649,collapse
0.962,C4,hemispherical,2.636,1.133,0.8201,rc_wall,1.126,1959.195,25.078,none
141.744,C4,spherical,194.189,107.737,18.6047,steel_frame,0.921,10.982,6.331,none
632.626,ANFO,hemispherical,1037.506,151.655,14.9805,steel_frame,1.038,13.041,12.106,none
17.057,RDX,cylindrical,35.479,141.734,43.1335,masonry_wall,1.062,7.406,1.897,none
0.538,ANFO,spherical,0.441,47.809,62.8069,rc_wall,1.022,7.83,0.401,none
35.019,TNT,hemispherical,70.038,174.622,42.3631,glazing_window,0.846,7.4,2.064,none
37.954,C4,cylindrical,67.595,48.706,11.9566,glazing_window,1.196,18.556,5.841,minor
98.228,RDX,cylindrical,204.315,20.334,3.4523,masonry_wall,1.1,139.48,31.059,moderate
77.776,RDX,hemispherical,248.883,7.551,1.2004,steel_frame,0.911,939.431,68.829,severe
1588.314,RDX,hemispherical,5082.605,1.173,0.0682,glazing_window,0.925,16582.711,1181.271,collapse
1.053,C4,cylindrical,1.875,15.226,12.3476,steel_frame,1.234,17.058,1.952,none
1.056,RDX,spherical,1.69,16.194,13.5949,steel_frame,1.082,13.994,1.486,none
9.375,C4,hemispherical,25.689,1.047,0.3547,steel_frame,0.962,8522.841,107.834,collapse
52.942,ANFO,spherical,43.412,2.735,0.7782,steel_frame,0.888,2115.628,63.362,severe
24.776,C4,hemispherical,67.886,72.868,17.8624,steel_frame,1.094,11.321,4.693,none
469.884,C4,cylindrical,836.864,3.974,0.4217,rc_wall,1.165,5511.534,354.004,collapse
18.323,C4,hemispherical,50.205,2.84,0.7698,masonry_wall,1.195,2151.843,66.521,severe
87.536,TNT,hemispherical,175.071,5.251,0.9386,rc_wall,0.987,1576.599,84.356,moderate
24.916,C4,hemispherical,68.269,16.872,4.1281,rc_wall,0.966,90.814,14.978,none
8.752,RDX,cylindrical,18.204,2.415,0.9182,glazing_window,0.91,1419.956,42.934,collapse
832.769,ANFO,cylindrical,887.731,37.457,3.8974,rc_wall,0.791,95.076,36.062,minor
299.955,C4,cylindrical,534.22,1.034,0.1275,masonry_wall,0.7,16393.443,597.176,collapse
466.686,C4,cylindrical,831.167,97.273,10.3457,glazing_window,1.067,21.048,15.954,severe
3.13,ANFO,spherical,2.567,159.462,116.4622,rc_wall,1.023,6.256,0.839,none
156.083,RDX,hemispherical,499.464,2.245,0.2829,glazing_window,1.176,10766.684,465.738,collapse
134.833,ANFO,cylindrical,143.731,3.65,0.6968,masonry_wall,0.915,2748.246,114.435,collapse
1914.665,C4,hemispherical,5246.183,38.545,2.2183,rc_wall,1.186,267.535,122.644,severe
1489.515,TNT,cylindrical,1936.369,2.42,0.1942,masonry_wall,0.925,13974.998,776.113,collapse
71.61,TNT,hemispherical,143.219,1.232,0.2355,glazing_window,1.3,12643.503,272.604,collapse
2.207,ANFO,spherical,1.81,3.777,3.0994,steel_frame,1.047,150.036,5.899,none
28.572,ANFO,hemispherical,46.857,113.152,31.386,rc_wall,1.018,7.606,2.29,none
53.112,C4,hemispherical,145.527,5.108,0.9712,glazing_window,1.069,1154.45,87.105,collapse
495.97,TNT,cylindrical,644.761,23.537,2.7245,masonry_wall,0.841,229.01,41.878,severe
3.037,C4,hemispherical,8.32,19.262,9.506,glazing_window,1.064,26.042,3.861,minor
27.823,ANFO,spherical,22.815,2.309,0.8141,steel_frame,1.134,2076.513,48.438,moderate
33.36,RDX,hemispherical,106.753,78.0,16.4425,steel_frame,0.804,13.781,4.947,none
16.753,RDX,cylindrical,34.847,126.692,38.7876,steel_frame,0.913,8.206,1.82,none
0.806,TNT,hemispherical,1.613,4.121,3.5138,glazing_window,1.003,130.464,5.135,minor
2.943,RDX,cylindrical,6.122,90.175,49.2944,masonry_wall,0.804,7.11,0.993,none
1.251,RDX,cylindrical,2.602,15.146,11.0116,steel_frame,0.884,22.033,2.081,none
1738.335,RDX,spherical,2781.337,122.84,8.7348,steel_frame,0.892,27.078,31.344,none
105.454,TNT,hemispherical,210.908,147.26,24.7394,masonry_wall,1.035,9.534,4.495,none
353.104,C4,cylindrical,628.878,40.098,4.6803,rc_wall,0.994,82.13,30.043,none
20.243,ANFO,spherical,16.599,1.863,0.7304,glazing_window,1.185,2558.085,47.616,collapse
100.402,TNT,spherical,100.402,2.176,0.4682,glazing_window,0.935,4411.514,134.007,collapse
46.811,RDX,cylindrical,97.367,92.334,20.0705,glazing_window,0.924,10.666,4.276,minor
3.522,ANFO,hemispherical,5.776,74.828,41.705,glazing_window,0.963,8.261,0.925,none
1376.479,TNT,spherical,1376.479,60.104,5.4031,glazing_window,0.914,66.646,30.683,collapse
46.97,RDX,spherical,75.151,35.115,8.321,steel_frame,1.214,28.117,8.559,none
145.982,ANFO,hemispherical,239.411,183.157,29.4969,glazing_window,0.89,8.658,5.179,minor
98.664,TNT,hemispherical,197.328,3.406,0.585,masonry_wall,0.926,2969.418,133.96,collapse
5.516,C4,cylindrical,9.825,3.546,1.6557,steel_frame,1.074,509.716,16.565,none
2.835,ANFO,cylindrical,3.022,1.865,1.2898,steel_frame,0.959,860.766,16.206,none
250.97,C4,spherical,343.829,6.647,0.9488,glazing_window,1.054,1388.71,97.381,collapse
115.076,C4,hemispherical,315.308,128.641,18.9002,rc_wall,0.996,10.831,7.805,none
81.983,TNT,hemispherical,163.967,1.273,0.2326,glazing_window,1.105,13494.296,310.787,collapse
1181.696,C4,spherical,1618.923,54.901,4.6756,masonry_wall,0.955,66.655,39.04,moderate
194.341,C4,cylindrical,346.122,23.995,3.4175,masonry_wall,1.069,130.049,32.604,moderate
1.219,C4,hemispherical,3.34,7.385,4.9406,masonry_wall,1.021,62.866,4.843,none
1.101,RDX,spherical,1.762,9.995,8.2755,rc_wall,0.926,31.855,2.255,none
4.295,RDX,hemispherical,13.744,2.245,0.9374,steel_frame,1.219,1557.076,39.972,minor
188.864,ANFO,hemispherical,309.737,7.09,1.0479,rc_wall,0.971,1121.041,112.597,severe
44.012,ANFO,cylindrical,46.917,41.268,11.4419,glazing_window,1.015,21.096,5.19,minor
28.675,C4,cylindrical,51.069,3.824,1.0306,steel_frame,1.021,1410.195,51.238,moderate
2.235,ANFO,spherical,1.833,59.224,48.3926,steel_frame,1.123,6.199,0.703,none
2.781,RDX,hemispherical,8.9,50.955,24.5881,rc_wall,1.12,10.079,1.906,none
7.246,RDX,spherical,11.594,17.299,7.6433,rc_wall,1.019,34.452,5.341,none
312.385,ANFO,cylindrical,333.003,89.331,12.888,steel_frame,1.205,17.773,10.077,none
1653.152,C4,cylindrical,2944.263,23.429,1.6347,glazing_window,0.966,512.814,130.074,collapse
19.617,RDX,hemispherical,62.775,4.711,1.1854,steel_frame,1.09,946.557,54.017,moderate
64.04,RDX,cylindrical,133.204,130.917,25.6343,masonry_wall,0.946,8.517,4.166,none
0.978,C4,cylindrical,1.743,1.359,1.1293,steel_frame,0.725,1149.667,14.2,none
16.448,TNT,cylindrical,21.383,1.118,0.4028,masonry_wall,0.945,5657.056,85.153,collapse
925.362,TNT,cylindrical,1202.97,9.346,0.8787,glazing_window,0.937,1759.565,169.195,collapse
117.475,ANFO,hemispherical,192.659,11.215,1.9418,rc_wall,1.034,331.74,44.489,minor
16.806,RDX,spherical,26.89,6.751,2.2536,masonry_wall,1.139,306.649,20.012,minor
1058.17,C4,spherical,1449.693,23.13,2.0437,glazing_window,1.004,328.645,87.832,collapse
0.785,TNT,spherical,0.785,6.483,7.0261,masonry_wall,1.091,39.401,2.314,none
1166.27,TNT,cylindrical,1516.152,3.891,0.3387,rc_wall,0.931,8895.235,518.542,collapse
329.199,C4,cylindrical,586.303,22.681,2.7099,rc_wall,1.049,213.093,48.406,minor
110.034,RDX,cylindrical,228.871,76.302,12.474,masonry_wall,1.198,17.809,9.248,none
2.111,TNT,cylindrical,2.744,3.754,2.6811,steel_frame,0.899,211.347,8.242,none
127.03,RDX,cylindrical,264.222,1.735,0.2703,glazing_window,0.793,11252.419,308.566,collapse
842.693,ANFO,hemispherical,1382.016,190.365,17.0903,rc_wall,1.147,12.342,10.843,none
966.249,TNT,hemispherical,1932.498,1.978,0.1588,rc_wall,0.937,15444.117,786.048,collapse
35.738,ANFO,hemispherical,58.61,16.358,4.2112,steel_frame,1.09,83.529,14.769,none
1.164,ANFO,spherical,0.955,1.376,1.3971,glazing_window,1.019,811.988,9.67,moderate
38.299,C4,spherical,52.47,24.039,6.421,steel_frame,0.869,43.286,9.766,none
213.596,TNT,cylindrical,277.675,26.984,4.1361,masonry_wall,1.179,96.234,22.503,minor
13.054,C4,cylindrical,23.249,1.829,0.6407,rc_wall,1.201,2640.421,57.826,minor
1660.06,TNT,cylindrical,2158.078,114.118,8.8308,rc_wall,0.944,21.561,22.631,none
1668.001,TNT,spherical,1668.001,8.612,0.7262,rc_wall,0.876,2381.226,224.88,collapse
118.463,RDX,hemispherical,379.083,31.866,4.403,glazing_window,1.056,83.05,26.46,collapse
36.678,RDX,spherical,58.685,1.846,0.475,glazing_window,0.978,4761.344,118.644,collapse
8.27,ANFO,cylindrical,8.816,8.765,4.2428,steel_frame,1.023,85.419,7.018,none
1395.63,TNT,spherical,1395.63,4.587,0.4104,glazing_window,0.975,5749.319,439.118,collapse
0.664,C4,hemispherical,1.819,131.629,107.8364,steel_frame,1.152,6.573,0.714,none
31.84,TNT,spherical,31.84,38.391,12.1125,masonry_wall,0.97,18.203,4.58,none
0.518,RDX,spherical,0.829,73.415,78.1532,rc_wall,1.059,7.319,0.559,none
4.459,RDX,cylindrical,9.276,2.022,0.9622,steel_frame,1.033,1631.964,31.049,minor
35.545,RDX,spherical,56.872,4.124,1.0723,glazing_window,0.911,1251.309,55.857,collapse
228.766,C4,spherical,313.409,2.991,0.4403,glazing_window,1.108,5124.875,223.361,collapse
431.112,RDX,hemispherical,1379.559,5.709,0.5129,masonry_wall,0.941,4253.446,273.04,collapse
4.834,C4,hemispherical,13.246,73.989,31.2709,rc_wall,1.018,8.77,1.687,none
44.1,TNT,cylindrical,57.33,12.849,3.3323,masonry_wall,1.006,136.8,17.136,minor
2.899,ANFO,hemispherical,4.754,98.45,58.5492,glazing_window,1.131,6.829,0.935,none
246.604,TNT,cylindrical,320.585,8.201,1.1982,masonry_wall,1.047,917.874,90.221,collapse
820.988,RDX,cylindrical,1707.655,8.232,0.6887,rc_wall,0.964,2577.952,234.539,collapse
6.551,RDX,cylindrical,13.627,152.105,63.6811,rc_wall,0.788,7.342,1.37,none
43.29,ANFO,cylindrical,46.147,128.132,35.7228,masonry_wall,0.741,8.507,2.238,none
2.604,TNT,hemispherical,5.208,136.469,78.7314,rc_wall,1.078,7.176,0.898,none
5.235,TNT,cylindrical,6.805,4.773,2.5185,steel_frame,1.099,271.242,12.184,none
190.209,ANFO,cylindrical,202.762,7.559,1.2866,rc_wall,0.882,864.159,62.346,moderate
119.03,ANFO,hemispherical,195.209,174.95,30.1588,masonry_wall,1.054,8.231,4.245,none
2.396,ANFO,hemispherical,3.93,11.111,7.0408,masonry_wall,1.023,37.36,4.16,none
0.617,RDX,spherical,0.988,13.845,13.9017,glazing_window,0.966,14.608,1.37,none
1.101,ANFO,hemispherical,1.806,1.928,1.5828,rc_wall,0.903,576.058,10.611,none
30.525,TNT,hemispherical,61.049,1.685,0.428,glazing_window,0.995,5794.981,124.518,collapse
2.964,TNT,hemispherical,5.927,12.308,6.8009,rc_wall,0.94,42.245,4.87,none
111.204,C4,cylindrical,198.054,122.809,21.0686,masonry_wall,1.085,11.152,5.633,none
1.596,ANFO,cylindrical,1.701,123.664,103.5885,steel_frame,1.064,8.983,0.686,none
19.48,C4,cylindrical,34.694,34.724,10.6467,rc_wall,0.92,19.635,4.856,none
4.452,C4,cylindrical,7.929,1.525,0.7647,steel_frame,0.967,2114.341,37.978,minor
8.037,RDX,hemispherical,25.718,3.021,1.0235,masonry_wall,1.126,1256.459,42.489,moderate
155.877,TNT,cylindrical,202.64,1.036,0.1763,steel_frame,0.949,16095.454,398.671,collapse
3.449,RDX,hemispherical,11.035,4.582,2.0582,glazing_window,0.928,367.791,16.746,severe
1.071,TNT,hemispherical,2.142,10.772,8.3557,glazing_window,1.141,33.298,2.817,none
10.348,RDX,cylindrical,21.524,28.944,10.4054,masonry_wall,0.931,19.224,4.63,none
98.484,ANFO,cylindrical,104.984,3.248,0.6884,masonry_wall,1.116,2467.566,96.561,collapse
0.631,TNT,cylindrical,0.82,10.56,11.2809,glazing_window,1.135,20.32,1.7,none
486.226,TNT,hemispherical,972.452,1.552,0.1566,rc_wall,0.927,18377.033,739.069,collapse
0.727,TNT,cylindrical,0.946,1.41,1.4369,masonry_wall,0.956,770.073,10.83,none
2.078,RDX,hemispherical,6.648,6.029,3.2065,masonry_wall,1.185,154.508,8.432,none
28.508,RDX,spherical,45.613,34.528,9.6636,glazing_window,0.943,19.205,6.588,minor
2.508,C4,spherical,3.436,5.809,3.8492,rc_wall,1.027,105.988,6.185,none
39.137,ANFO,cylindrical,41.72,100.875,29.0848,glazing_window,1.001,8.795,2.764,none
1566.553,TNT,spherical,1566.553,11.865,1.0216,glazing_window,0.942,1356.358,186.571,collapse
715.745,TNT,cylindrical,930.469,4.084,0.4184,rc_wall,1.022,6104.042,316.407,collapse
35.345,C4,spherical,48.422,10.743,2.9475,glazing_window,0.902,157.347,18.418,collapse
4.02,ANFO,hemispherical,6.592,12.883,6.8705,rc_wall,1.019,35.112,4.303,none
10.405,TNT,cylindrical,13.526,1.236,0.5189,rc_wall,1.024,3974.843,53.784,minor
55.845,ANFO,hemispherical,91.586,67.177,14.9032,rc_wall,1.017,13.344,6.088,none
2.326,TNT,cylindrical,3.024,132.499,91.6219,rc_wall,0.965,7.767,0.72,none
1.916,C4,spherical,2.625,155.054,112.3972,rc_wall,1.036,6.964,0.801,none
1.443,C4,cylindrical,2.57,90.963,66.4121,glazing_window,1.104,7.63,0.894,none
61.203,TNT,cylindrical,79.564,180.14,41.8829,rc_wall,0.799,8.288,2.502,none
881.27,C4,spherical,1207.339,1.216,0.1142,glazing_window,1.267,16424.774,652.656,collapse
1200.447,C4,cylindrical,2137.996,5.856,0.4546,steel_frame,1.005,5468.731,390.495,collapse
0.846,RDX,hemispherical,2.706,62.479,44.8357,glazing_window,0.861,7.15,0.76,none
109.842,ANFO,spherical,90.07,26.09,5.8203,masonry_wall,0.989,53.711,12.507,none
0.512,C4,spherical,0.701,152.448,171.6021,steel_frame,0.923,8.354,0.46,none
4.087,RDX,hemispherical,13.08,11.02,4.677,glazing_window,1.104,63.391,7.372,moderate
4.699,ANFO,hemispherical,7.707,50.011,25.3187,glazing_window,1.138,8.258,1.211,none
1.245,C4,hemispherical,3.41,32.837,21.8163,steel_frame,1.007,10.862,1.363,none
119.761,C4,cylindrical,213.295,169.726,28.4068,steel_frame,0.853,9.54,4.506,none
9.756,ANFO,hemispherical,16.0,12.046,4.7806,rc_wall,1.022,79.774,7.731,none
420.939,ANFO,hemispherical,690.341,1.348,0.1525,masonry_wall,0.887,16335.94,584.31,collapse
258.482,RDX,cylindrical,537.642,2.238,0.2752,steel_frame,1.071,11028.851,412.194,collapse
0.563,C4,spherical,0.772,1.442,1.5726,rc_wall,0.858,643.041,8.007,none
808.077,RDX,spherical,1292.923,149.107,13.687,glazing_window,1.028,12.897,12.39,moderate
32.349,ANFO,cylindrical,34.484,55.732,17.1224,glazing_window,0.809,13.6,3.297,minor
8.358,ANFO,cylindrical,8.909,30.663,14.791,masonry_wall,0.929,14.261,2.658,none
88.814,ANFO,spherical,72.827,171.38,41.0388,glazing_window,1.264,7.218,2.212,none
1054.138,C4,hemispherical,2888.339,9.611,0.6749,steel_frame,1.114,2753.149,294.244,collapse
147.198,C4,cylindrical,262.159,42.064,6.5724,glazing_window,1.112,42.223,15.844,severe
1626.694,RDX,hemispherical,5205.422,8.896,0.5133,glazing_window,0.832,4448.248,590.145,collapse
1102.742,TNT,hemispherical,2205.483,77.711,5.9701,rc_wall,0.909,46.057,41.886,none
191.023,ANFO,spherical,156.639,98.007,18.1812,masonry_wall,0.948,12.226,6.46,none
359.149,C4,spherical,492.035,15.837,2.0061,masonry_wall,1.273,350.098,62.66,severe
1876.744,TNT,cylindrical,2439.767,23.928,1.7774,masonry_wall,0.94,455.833,100.935,collapse
7.527,TNT,cylindrical,9.785,5.564,2.6012,rc_wall,0.873,227.964,12.423,none
2.124,C4,cylindrical,3.782,100.618,64.5793,glazing_window,0.827,8.159,0.916,none
69.736,C4,spherical,95.538,130.693,28.5888,glazing_window,0.916,9.125,3.505,none
22.223,TNT,spherical,22.223,3.878,1.3793,rc_wall,0.973,764.374,30.219,none
152.161,C4,cylindrical,270.999,4.195,0.6482,rc_wall,1.01,3025.755,147.947,collapse
67.58,ANFO,cylindrical,72.04,10.225,2.4573,rc_wall,0.903,269.283,28.188,none
31.737,ANFO,spherical,26.025,23.651,7.9811,glazing_window,0.889,31.472,6.072,moderate
10.015,RDX,hemispherical,32.047,157.144,49.4732,glazing_window,0.959,7.045,1.435,none
1501.593,TNT,cylindrical,1952.07,29.654,2.3727,rc_wall,1.06,266.301,79.638,moderate
21.553,TNT,spherical,21.553,11.018,3.9592,steel_frame,0.9,103.655,9.647,none
6.019,ANFO,hemispherical,9.87,2.194,1.0226,steel_frame,1.081,1249.564,28.35,minor
19.863,TNT,hemispherical,39.726,165.243,48.4283,glazing_window,0.709,7.975,1.764,none
96.349,C4,cylindrical,171.598,3.123,0.562,rc_wall,0.996,3459.315,123.004,collapse
1207.788,ANFO,spherical,990.386,115.88,11.6254,rc_wall,0.913,20.383,14.936,none
1128.56,TNT,cylindrical,1467.127,3.003,0.2643,rc_wall,0.927,11470.783,580.321,collapse
2.276,RDX,hemispherical,7.284,53.509,27.6046,masonry_wall,1.199,8.381,1.389,none
1.909,C4,cylindrical,3.401,2.603,1.7307,glazing_window,1.028,392.328,11.629,severe
955.239,RDX,hemispherical,3056.766,58.835,4.054,glazing_window,0.878,94.998,62.511,collapse
10.504,ANFO,hemispherical,17.227,13.867,5.3692,steel_frame,0.951,52.732,7.646,none
1.513,RDX,hemispherical,4.842,13.983,8.2653,masonry_wall,0.846,25.694,3.661,none
107.682,C4,hemispherical,295.049,13.821,2.0761,rc_wall,0.956,353.483,43.087,minor
31.492,C4,spherical,43.144,146.337,41.7236,steel_frame,0.879,7.546,1.851,none
1616.06,ANFO,hemispherical,2650.339,136.139,9.8374,glazing_window,0.925,22.706,25.845,collapse
16.469,RDX,spherical,26.35,14.284,4.8,masonry_wall,0.937,82.299,9.152,none
452.895,C4,hemispherical,1240.932,67.945,6.3228,rc_wall,1.064,44.45,23.953,none
324.746,RDX,spherical,519.593,3.371,0.4193,masonry_wall,1.009,6321.353,260.735,collapse
263.656,RDX,spherical,421.849,118.98,15.8644,glazing_window,0.962,14.26,8.812,moderate
333.624,ANFO,cylindrical,355.643,37.199,5.2504,masonry_wall,0.958,55.656,20.001,minor
53.758,RDX,hemispherical,172.025,133.669,24.0344,masonry_wall,1.026,10.051,5.514,none
387.191,C4,cylindrical,689.587,1.234,0.1397,steel_frame,0.875,18617.726,547.962,collapse
38.881,C4,cylindrical,69.247,103.302,25.156,rc_wall,1.163,9.492,3.302,none
1.131,TNT,spherical,1.131,30.681,29.4475,rc_wall,0.839,7.475,0.788,none
16.298,ANFO,hemispherical,26.728,14.103,4.7168,steel_frame,1.081,73.25,10.864,none
2.664,TNT,spherical,2.664,27.649,19.9448,masonry_wall,0.959,9.802,1.407,none
620.481,RDX,hemispherical,1985.54,62.821,4.9982,steel_frame,0.807,70.8,36.916,minor
1.935,C4,hemispherical,5.302,145.478,83.4272,glazing_window,1.104,6.997,1.085,none
13.823,TNT,spherical,13.823,8.149,3.3954,glazing_window,1.096,127.057,9.984,moderate
97.395,C4,hemispherical,266.863,13.513,2.0989,steel_frame,1.07,339.485,44.892,minor
34.134,ANFO,hemispherical,55.98,7.937,2.0748,masonry_wall,1.3,341.474,25.947,minor
2.906,TNT,spherical,2.906,95.362,66.8251,steel_frame,1.083,7.349,0.823,none
1079.402,RDX,cylindrical,2245.155,62.147,4.7461,glazing_window,1.052,71.32,39.944,collapse
496.301,C4,hemispherical,1359.865,2.558,0.2309,glazing_window,1.115,13197.725,649.636,collapse
39.929,RDX,spherical,63.887,1.247,0.312,glazing_window,0.914,8421.563,163.022,collapse
0.608,RDX,hemispherical,1.945,1.023,0.8197,masonry_wall,1.08,2151.139,20.513,minor
50.699,RDX,spherical,81.119,1.245,0.2876,rc_wall,1.122,10025.145,213.055,collapse
285.022,TNT,hemispherical,570.044,6.515,0.7857,glazing_window,1.112,2037.145,153.073,collapse
0.586,RDX,hemispherical,1.875,38.252,31.0198,glazing_window,0.909,7.625,0.719,none
